,Iteration,Linf,L2
0,5.0,1.3547502756118774,7370.138671875
1,10.0,1.4721920490264893,19042.224609375
2,15.0,1.6165885925292969,36965.74609375
3,20.0,2.040792465209961,96968.03125
4,25.0,2.237828493118286,128320.828125
5,30.0,2.4009664058685303,182204.5625
6,35.0,2.7138121128082275,245812.703125
7,40.0,3.2519280910491943,400887.6875
8,45.0,3.6791131496429443,504658.875
9,50.0,4.026013374328613,625156.25
10,55.0,4.385896682739258,766362.75
11,60.0,5.231419086456299,1113244.75
12,65.0,5.71199369430542,1335692.5
13,70.0,6.223229885101318,1596722.5
14,75.0,6.779243469238281,1909806.375
15,80.0,8.064742088317871,2720888.0
16,85.0,8.803988456726074,3245511.5
17,90.0,9.609247207641602,3870942.0
18,95.0,10.484618186950684,4616465.0
19,100.0,12.490591049194336,6564946.0
20,105.0,13.634435653686523,7828387.5
21,110.0,14.882363319396973,9334850.0
