,iteration,iou,pixelwise accuracy,L2 norm,Linf norm,selected distance
0,0.0,0.0,0.9194703102111816,0.7812572121620178,0.0475614070892334,0.0
1,20.0,0.47223008548944123,0.9231796264648438,5.121302604675293,0.18345820903778076,913.5340576171875
2,40.0,0.5471396259723065,0.9243288040161133,6.720287799835205,0.20022797584533691,1219.368896484375
3,60.0,0.6426344291887752,0.9261784553527832,7.889738082885742,0.22303062677383423,1437.70263671875
4,80.0,0.695068732271438,0.9276647567749023,8.757414817810059,0.2534032464027405,1598.541015625
5,100.0,0.7262396694214877,0.9284853935241699,9.471168518066406,0.27797091007232666,1728.97900390625
6,120.0,0.7376960225731185,0.9292373657226562,10.080644607543945,0.2978188991546631,1840.2816162109375
7,140.0,0.7460188495287617,0.9297819137573242,10.622488975524902,0.314903199672699,1937.6397705078125
8,160.0,0.7621207213043948,0.9300432205200195,11.113201141357422,0.3369007706642151,2027.4111328125
9,180.0,0.7595257343034223,0.9306831359863281,11.569352149963379,0.3491242527961731,2110.37255859375
10,200.0,0.7644999730734019,0.9310779571533203,11.99366569519043,0.3656271696090698,2187.1611328125
11,220.0,0.7725781292023022,0.9313325881958008,12.380072593688965,0.3830571174621582,2256.546875
12,240.0,0.7690737158822265,0.931586742401123,12.732926368713379,0.3952627182006836,2320.283203125
13,260.0,0.776906552094522,0.9318022727966309,13.061148643493652,0.40618622303009033,2379.69482421875
14,280.0,0.775006704210244,0.932013988494873,13.366300582885742,0.41706812381744385,2434.842041015625
15,300.0,0.7776407506702413,0.9322128295898438,13.65388298034668,0.42822492122650146,2486.84326171875
16,320.0,0.7798371544889651,0.9324240684509277,13.922380447387695,0.43795520067214966,2536.719482421875
17,340.0,0.7820615796519411,0.9324822425842285,14.181034088134766,0.4484789967536926,2583.35107421875
18,360.0,0.7830042275378606,0.932591438293457,14.426467895507812,0.456958532333374,2627.891845703125
19,380.0,0.7834296106118956,0.9327921867370605,14.665693283081055,0.4700404405593872,2670.954833984375
20,399.0,0.7852941176470588,0.9330105781555176,14.883580207824707,0.4831559658050537,2710.6572265625
