,Iteration,Linf,L2
0,5.0,2.3492815494537354,21044.5625
1,10.0,2.5539798736572266,48014.265625
2,15.0,2.7895655632019043,84722.7109375
3,20.0,3.1695713996887207,214853.8125
4,25.0,3.6161916255950928,290914.5625
5,30.0,3.9518330097198486,397965.75
6,35.0,4.348406791687012,530679.875
7,40.0,5.041408538818359,850690.0625
8,45.0,5.505082607269287,1040730.625
9,50.0,5.972494602203369,1257315.375
10,55.0,6.459439277648926,1509356.0
11,60.0,7.512387275695801,2116623.5
12,65.0,8.121024131774902,2483226.25
13,70.0,8.772148132324219,2902308.25
14,75.0,9.469522476196289,3395687.75
15,80.0,11.043994903564453,4627153.0
16,85.0,11.92692756652832,5398893.5
17,90.0,12.880182266235352,6298310.5
18,95.0,13.906488418579102,7347011.0
19,100.0,16.21889877319336,9996786.0
20,105.0,17.51707649230957,11660392.0
21,110.0,18.92081069946289,13600587.0
