,iteration,iou,pixelwise accuracy,L2 norm,Linf norm
0,0.0,0.0005121618746700495,0.9195876121520996,0.0168863907456398,0.0005944967269897461
1,50.0,0.0005279207015829742,0.9194531440734863,0.7065340876579285,0.02092432975769043
2,100.0,0.0005279207015829742,0.9195718765258789,1.256316065788269,0.032822370529174805
3,150.0,0.0013473797010550535,0.9196567535400391,1.7684558629989624,0.03820645809173584
4,200.0,0.019533065958570045,0.9205517768859863,2.264674663543701,0.04432857036590576
5,250.0,0.03802604934088706,0.9211978912353516,2.773555040359497,0.0570753812789917
6,300.0,0.07015041800288387,0.9226088523864746,3.300584316253662,0.07257986068725586
7,350.0,0.16329296447172473,0.9277791976928711,3.9167652130126953,0.0858083963394165
8,400.0,0.2901987976015065,0.9351410865783691,4.575978755950928,0.09241747856140137
9,450.0,0.4156626980687558,0.9423494338989258,5.215357780456543,0.09822702407836914
10,500.0,0.5277709927273013,0.9487314224243164,5.792234420776367,0.10062646865844727
11,550.0,0.6055408035425843,0.9529800415039062,6.296961784362793,0.10218894481658936
12,600.0,0.66559769290774,0.956209659576416,6.7247467041015625,0.10351908206939697
13,650.0,0.7092969199372798,0.9585056304931641,7.082428932189941,0.10699462890625
14,700.0,0.7400581500713087,0.960059642791748,7.393044948577881,0.11070060729980469
15,750.0,0.7629320873354187,0.9612174034118652,7.663722038269043,0.11327648162841797
16,800.0,0.779179437882644,0.9619989395141602,7.90433931350708,0.11534309387207031
17,850.0,0.7897378519143035,0.9624361991882324,8.125588417053223,0.11685287952423096
18,900.0,0.79809790959161,0.9627604484558105,8.33215045928955,0.11904263496398926
19,950.0,0.8051499846351438,0.9630312919616699,8.529653549194336,0.12530255317687988
20,1000.0,0.8127457392071734,0.9633102416992188,8.717863082885742,0.1300826072692871
21,1050.0,0.8196481053950344,0.9635701179504395,8.898104667663574,0.13447916507720947
22,1100.0,0.8258886008525526,0.9637951850891113,9.070493698120117,0.1391695737838745
23,1150.0,0.8311047725607306,0.963963508605957,9.236416816711426,0.14276444911956787
24,1200.0,0.8359978883171937,0.9641280174255371,9.397825241088867,0.1454782485961914
25,1250.0,0.8409855570351343,0.9643254280090332,9.554007530212402,0.14806795120239258
26,1300.0,0.8465484229353967,0.9645528793334961,9.707820892333984,0.15047192573547363
27,1350.0,0.8529701449024135,0.9648275375366211,9.856993675231934,0.15257048606872559
28,1400.0,0.8583911813604596,0.9650440216064453,9.998251914978027,0.15749669075012207
29,1450.0,0.8637019060301151,0.9652342796325684,10.136411666870117,0.16315805912017822
30,1500.0,0.8689574748055755,0.9654088020324707,10.271321296691895,0.1675323247909546
31,1550.0,0.874591255426946,0.965613842010498,10.402143478393555,0.17175590991973877
32,1599.0,0.8797759094812982,0.9657917022705078,10.523365020751953,0.1751391887664795
