,iteration,iou,pixelwise accuracy,L2 norm,Linf norm,selected distance
0,0.0,0.13265053198975432,0.8562359809875488,0.2583853602409363,0.003050684928894043,0.0
1,25.0,0.16443818386242234,0.8767256736755371,4.225727558135986,0.05627167224884033,4.131451606750488
2,50.0,0.1868289080526117,0.8768749237060547,6.044419765472412,0.0647575855255127,5.986207008361816
3,75.0,0.20851532489943794,0.8764748573303223,7.2837443351745605,0.07107686996459961,7.2403035163879395
4,100.0,0.22813623302956132,0.8759369850158691,8.221702575683594,0.07699167728424072,8.188873291015625
5,125.0,0.24613238811480734,0.8759641647338867,8.963741302490234,0.08650553226470947,8.937295913696289
6,150.0,0.2613867748186225,0.8761463165283203,9.573155403137207,0.09402000904083252,9.550615310668945
7,175.0,0.2727014446024323,0.8763236999511719,10.102595329284668,0.10089230537414551,10.083044052124023
8,200.0,0.28223960298568146,0.8766436576843262,10.576082229614258,0.1066584587097168,10.557682037353516
9,225.0,0.2901863397529444,0.8765177726745605,11.010076522827148,0.11111664772033691,10.993967056274414
10,250.0,0.29803808059249115,0.8765153884887695,11.412593841552734,0.11484324932098389,11.396679878234863
11,275.0,0.30584600478402746,0.8763360977172852,11.787027359008789,0.1186685562133789,11.772370338439941
12,300.0,0.31310011256840165,0.8762483596801758,12.139202117919922,0.12259948253631592,12.125408172607422
13,325.0,0.3208533531568175,0.8760485649108887,12.472949028015137,0.12669026851654053,12.459725379943848
14,350.0,0.3276755204845666,0.8760700225830078,12.791742324829102,0.13044536113739014,12.779236793518066
15,375.0,0.3358397610948992,0.8759551048278809,13.099587440490723,0.13395905494689941,13.087516784667969
16,400.0,0.3436095615961756,0.8759541511535645,13.395303726196289,0.13755178451538086,13.383675575256348
17,425.0,0.3507781621113708,0.8759603500366211,13.680354118347168,0.1407102346420288,13.669257164001465
18,450.0,0.35707634561517293,0.8759646415710449,13.957096099853516,0.14336681365966797,13.945764541625977
19,475.0,0.36302727957125097,0.8759217262268066,14.22677230834961,0.14605462551116943,14.215563774108887
20,500.0,0.36819656843745596,0.8759660720825195,14.4898681640625,0.14863121509552002,14.479371070861816
21,525.0,0.3721495044297628,0.8759212493896484,14.749687194824219,0.15107762813568115,14.739385604858398
22,550.0,0.37465489189579215,0.8758797645568848,15.002872467041016,0.1538785696029663,14.992898941040039
23,575.0,0.3782706992040351,0.8758587837219238,15.251423835754395,0.15664184093475342,15.241334915161133
24,600.0,0.3864857225989413,0.8759007453918457,15.494013786315918,0.1591181755065918,15.484607696533203
25,625.0,0.3879904151214352,0.8758563995361328,15.73100471496582,0.16157734394073486,15.722026824951172
26,650.0,0.39317176918238833,0.8758339881896973,15.962593078613281,0.16379082202911377,15.953052520751953
27,675.0,0.3975433228177188,0.8758988380432129,16.189271926879883,0.16564512252807617,16.18088150024414
28,700.0,0.40217333962363994,0.8758206367492676,16.412809371948242,0.16731131076812744,16.403287887573242
29,725.0,0.4114199906526583,0.8759407997131348,16.63022232055664,0.16876983642578125,16.622007369995117
30,750.0,0.4119247820002593,0.8758721351623535,16.84354019165039,0.17026829719543457,16.83456039428711
31,775.0,0.42243465938925995,0.8759493827819824,17.05099868774414,0.17187082767486572,17.043041229248047
32,800.0,0.4244671187871595,0.8759584426879883,17.25503158569336,0.1733388900756836,17.246503829956055
33,825.0,0.42781396532810245,0.8760600090026855,17.454700469970703,0.17499196529388428,17.446773529052734
34,850.0,0.43136186406265686,0.8760318756103516,17.65035629272461,0.17652630805969238,17.642410278320312
35,875.0,0.4352145753828478,0.8761353492736816,17.84172821044922,0.1778022050857544,17.83449363708496
36,900.0,0.4356910209047742,0.8760948181152344,18.030807495117188,0.1790919303894043,18.022689819335938
37,925.0,0.44142506705294604,0.8762106895446777,18.215383529663086,0.18056046962738037,18.208559036254883
38,950.0,0.4405568162005878,0.8762269020080566,18.397552490234375,0.18162894248962402,18.389795303344727
39,975.0,0.4466296087642438,0.8762679100036621,18.57583999633789,0.18255305290222168,18.56904411315918
40,1000.0,0.44814808975278436,0.8762655258178711,18.752824783325195,0.1837151050567627,18.745351791381836
41,1025.0,0.45124514227331697,0.8764138221740723,18.926342010498047,0.18458473682403564,18.919591903686523
42,1050.0,0.45462490420461926,0.8763594627380371,19.097442626953125,0.1853930950164795,19.090866088867188
43,1075.0,0.45465795045832325,0.8765273094177246,19.266016006469727,0.18636929988861084,19.259334564208984
44,1100.0,0.456233025380458,0.8765010833740234,19.43207550048828,0.18733084201812744,19.425148010253906
45,1125.0,0.45839351406382994,0.8765873908996582,19.595502853393555,0.18843472003936768,19.588802337646484
46,1150.0,0.46493020545499075,0.8765239715576172,19.756145477294922,0.18956494331359863,19.749645233154297
47,1175.0,0.4605964053192929,0.8766574859619141,19.914438247680664,0.19056010246276855,19.908166885375977
48,1200.0,0.46988562199623224,0.876584529876709,20.07044219970703,0.19169533252716064,20.064224243164062
49,1225.0,0.4661773893493265,0.8766913414001465,20.224641799926758,0.19286620616912842,20.21837615966797
50,1250.0,0.4745401478058199,0.8766460418701172,20.37619972229004,0.1937028169631958,20.370634078979492
51,1275.0,0.473044411900655,0.8767499923706055,20.52594566345215,0.19453966617584229,20.5201473236084
52,1300.0,0.4780245841682074,0.8766942024230957,20.67591667175293,0.19532573223114014,20.670129776000977
53,1325.0,0.4744376230913536,0.8767614364624023,20.824012756347656,0.19610261917114258,20.817962646484375
54,1350.0,0.48112840909079885,0.8767275810241699,20.969999313354492,0.19678235054016113,20.964305877685547
55,1375.0,0.4797725944916696,0.8768415451049805,21.114341735839844,0.19724822044372559,21.10869026184082
