,Iteration,Linf,L2
0,5.0,1.2267944812774658,4969.50390625
1,10.0,1.2281750440597534,10584.59765625
2,15.0,1.2398912906646729,16592.7734375
3,20.0,1.3153167963027954,45974.48828125
4,25.0,1.3321293592453003,58938.47265625
5,30.0,1.3247383832931519,67738.921875
6,35.0,1.3178036212921143,76317.875
7,40.0,1.2812602519989014,96518.15625
8,45.0,1.2867987155914307,106045.078125
9,50.0,1.3770904541015625,115374.9609375
10,55.0,1.3884632587432861,124237.171875
11,60.0,1.341235876083374,140641.515625
12,65.0,1.3438868522644043,154230.921875
13,70.0,1.4709503650665283,165244.6875
14,75.0,1.490838646888733,173328.25
15,80.0,1.540346622467041,190147.53125
16,85.0,1.551741361618042,196612.3125
17,90.0,1.6413477659225464,203384.5625
18,95.0,1.6780200004577637,212564.859375
19,100.0,1.6940163373947144,227229.578125
20,105.0,1.705841064453125,230665.375
21,110.0,1.6941180229187012,237470.875
22,115.0,1.6697933673858643,241074.96875
23,120.0,1.7117961645126343,253175.09375
24,125.0,1.6974525451660156,256962.59375
25,130.0,1.6882926225662231,262629.9375
26,135.0,1.6989660263061523,269412.3125
27,140.0,1.6903244256973267,275497.40625
28,145.0,1.7349616289138794,280569.59375
29,150.0,1.7401857376098633,284087.21875
30,155.0,1.7825731039047241,293693.15625
31,160.0,1.8385258913040161,298200.46875
32,165.0,1.8560304641723633,300323.875
33,170.0,1.8805330991744995,302593.53125
34,175.0,1.9216094017028809,304821.625
35,180.0,1.9816839694976807,309718.78125
36,185.0,2.006195545196533,312077.6875
37,190.0,2.00154447555542,315265.0
38,195.0,2.032059669494629,317956.9375
39,200.0,2.074535608291626,322600.4375
40,205.0,2.115355968475342,325231.09375
41,210.0,2.157846450805664,330171.71875
42,215.0,2.194129228591919,332392.75
43,220.0,2.237060070037842,337586.125
44,225.0,2.2550363540649414,339814.375
45,230.0,2.2706518173217773,342011.75
46,235.0,2.273815631866455,344538.25
47,240.0,2.2845261096954346,350803.28125
48,245.0,2.3278160095214844,353733.53125
49,250.0,2.337855577468872,356259.8125
50,255.0,2.359043598175049,358488.8125
51,260.0,2.407012939453125,363456.78125
52,265.0,2.4557628631591797,366077.375
53,270.0,2.467343807220459,368808.875
54,275.0,2.482161521911621,371259.03125
55,280.0,2.516962766647339,376723.34375
56,285.0,2.5516958236694336,379606.84375
57,290.0,2.559981107711792,382186.3125
58,295.0,2.587052822113037,384906.34375
59,300.0,2.600625991821289,390084.21875
60,305.0,2.6354339122772217,392973.5625
61,310.0,2.6705477237701416,395622.8125
62,315.0,2.6740903854370117,398198.9375
63,320.0,2.729936361312866,404214.875
64,325.0,2.756281852722168,407042.09375
65,330.0,2.749941349029541,409951.4375
66,335.0,2.7590067386627197,412646.34375
67,340.0,2.764753818511963,418137.25
68,345.0,2.766644239425659,420511.0625
69,350.0,2.7602336406707764,423491.40625
70,355.0,2.7650980949401855,426358.625
71,360.0,2.7612688541412354,432216.4375
72,365.0,2.7628071308135986,435775.0625
73,370.0,2.7623050212860107,438915.6875
74,375.0,2.7736055850982666,441570.5
