,Iteration,Linf,L2
0,5.0,1.8850579261779785,14346.234375
1,10.0,1.8663839101791382,33092.75
2,15.0,1.8885082006454468,55689.0390625
3,20.0,2.0697317123413086,119079.140625
4,25.0,2.062455892562866,136877.5625
5,30.0,2.092670202255249,176850.65625
6,35.0,2.1031768321990967,217285.21875
7,40.0,2.224637269973755,281062.6875
8,45.0,2.202207565307617,317452.5
9,50.0,2.189408779144287,355459.4375
10,55.0,2.1978702545166016,388379.65625
11,60.0,2.2860004901885986,441056.59375
12,65.0,2.3050169944763184,467736.625
13,70.0,2.417206048965454,492011.3125
14,75.0,2.484074115753174,524274.40625
15,80.0,2.551295518875122,564795.375
16,85.0,2.539764642715454,578599.75
17,90.0,2.5935447216033936,602362.375
18,95.0,2.6148717403411865,618574.8125
19,100.0,2.702162742614746,641167.375
20,105.0,2.78584885597229,658248.5
21,110.0,2.8826379776000977,671369.375
22,115.0,2.933777093887329,678353.375
23,120.0,3.075855016708374,695112.625
24,125.0,3.1319363117218018,699310.6875
25,130.0,3.186738967895508,704808.5
26,135.0,3.1989176273345947,712910.125
27,140.0,3.2303671836853027,724994.875
28,145.0,3.224259376525879,729860.1875
29,150.0,3.2360384464263916,734523.25
30,155.0,3.264270305633545,738532.875
31,160.0,3.289440155029297,748849.0
32,165.0,3.3080058097839355,754130.25
