,Iteration,Linf,L2
0,5.0,1.8466269969940186,30481.197265625
1,10.0,2.4299044609069824,129948.109375
2,15.0,3.232795476913452,330854.6875
3,20.0,4.25750207901001,693853.75
4,25.0,5.67112398147583,1289633.625
5,30.0,7.565630912780762,2335529.0
6,35.0,10.086690902709961,4185232.5
7,40.0,13.465038299560547,7496282.0
8,45.0,17.97869873046875,13424292.0
9,50.0,24.016069412231445,24039180.0
10,55.0,32.114776611328125,43047440.0
