,Iteration,Linf,L2
0,5.0,3.085157632827759,70321.328125
1,10.0,3.3341245651245117,132182.1875
2,15.0,3.257577896118164,196598.6875
3,20.0,4.866874694824219,378821.65625
4,25.0,4.842916488647461,462611.5
5,30.0,4.816395282745361,583652.4375
6,35.0,4.771782398223877,698650.9375
7,40.0,4.97606086730957,881510.0
8,45.0,4.991599082946777,956427.5
9,50.0,4.982507228851318,1043469.4375
10,55.0,5.3250603675842285,1112603.5
11,60.0,5.548900127410889,1256071.0
12,65.0,5.534224033355713,1267892.5
13,70.0,5.931221961975098,1331695.75
14,75.0,6.0515642166137695,1381154.0
15,80.0,6.3062543869018555,1470579.125
16,85.0,6.328365325927734,1488825.25
17,90.0,6.327409744262695,1508007.75
18,95.0,6.332929611206055,1523690.375
19,100.0,6.311420440673828,1560661.125
20,105.0,6.322901248931885,1578307.0
21,110.0,6.357081890106201,1591212.75
22,115.0,6.356180191040039,1602285.125
23,120.0,6.366560459136963,1621056.75
24,125.0,6.342963218688965,1631085.0
25,130.0,6.3534626960754395,1642809.375
26,135.0,6.37533712387085,1653239.25
27,140.0,6.422761917114258,1672672.625
28,145.0,6.435423374176025,1682502.5
29,150.0,6.447858810424805,1691429.25
30,155.0,6.449089527130127,1700477.25
31,160.0,6.471682071685791,1721113.75
32,165.0,6.490891933441162,1730492.5
33,170.0,6.51269006729126,1740607.25
34,175.0,6.521298885345459,1750445.75
35,180.0,6.539091110229492,1768230.625
36,185.0,6.530611515045166,1778583.625
37,190.0,6.540719509124756,1788412.0
38,195.0,6.550080299377441,1799031.25
39,200.0,6.54325008392334,1818710.375
40,205.0,6.537806987762451,1828459.5
41,210.0,6.517608642578125,1839065.375
42,215.0,6.51242208480835,1849109.0
43,220.0,6.513599872589111,1869417.5
