,iteration,iou,pixelwise accuracy,L2 norm,Linf norm,selected distance
0,0.0,0.0,0.9194645881652832,1.5625144243240356,0.0951228141784668,0.0
1,10.0,0.4482484076433121,0.9226064682006836,6.48451566696167,0.2363210916519165,1118.6953125
2,20.0,0.6121424987456097,0.9243788719177246,7.905345916748047,0.25461018085479736,1411.431640625
3,30.0,0.6860547750505658,0.9258313179016113,8.956026077270508,0.26457107067108154,1619.8956298828125
4,40.0,0.710616159973988,0.9274158477783203,9.796607971191406,0.2728261947631836,1776.938720703125
5,50.0,0.7482332632033231,0.9282646179199219,10.50375747680664,0.28551673889160156,1909.1571044921875
6,60.0,0.760567925137141,0.9290070533752441,11.124267578125,0.33399534225463867,2021.8115234375
7,70.0,0.7632889031636422,0.9299311637878418,11.648716926574707,0.3650789260864258,2118.99365234375
8,80.0,0.7670312083222193,0.9303488731384277,12.105701446533203,0.3819836378097534,2205.471435546875
9,90.0,0.7670357751277683,0.9308466911315918,12.524154663085938,0.3960540294647217,2282.65771484375
10,100.0,0.7708023774145617,0.9310569763183594,12.924511909484863,0.4164925813674927,2356.57373046875
11,110.0,0.7725779096883613,0.9312782287597656,13.29002857208252,0.43059027194976807,2423.325439453125
12,120.0,0.7734159779614325,0.9314446449279785,13.642863273620605,0.44228076934814453,2487.24560546875
13,130.0,0.7701514670056138,0.9318981170654297,13.974615097045898,0.4545138478279114,2547.5966796875
14,140.0,0.7716068972812864,0.9320278167724609,14.280391693115234,0.46929675340652466,2603.924560546875
15,150.0,0.7738951152463523,0.9321999549865723,14.575353622436523,0.4820793867111206,2658.13623046875
16,160.0,0.7765631601182932,0.9325671195983887,14.852216720581055,0.48936325311660767,2709.48486328125
17,170.0,0.7767041554464332,0.9327926635742188,15.12363338470459,0.4963909983634949,2759.043701171875
18,180.0,0.776511554289332,0.9332079887390137,15.378198623657227,0.5024147033691406,2805.99169921875
19,190.0,0.7775374551593163,0.9333457946777344,15.615832328796387,0.5080324411392212,2850.830078125
20,199.0,0.7779536699910296,0.9333467483520508,15.82776165008545,0.511132001876831,2890.839599609375
