,iteration,iou,pixelwise accuracy,L2 norm,Linf norm,selected distance
0,0.0,0.0,0.7319254875183105,1.0229967832565308,0.04050743579864502,0.0
1,50.0,0.3591953321452113,0.7372255325317383,22.115657806396484,0.5497426986694336,1.5108675956726074
2,100.0,0.34065281899109795,0.7422475814819336,30.260358810424805,0.6606729030609131,1.98915433883667
3,150.0,0.31057382112705056,0.7423667907714844,35.23575210571289,0.7889071702957153,2.283357620239258
4,200.0,0.3159223607385198,0.7433233261108398,39.16487503051758,0.9388169050216675,2.5243678092956543
5,250.0,0.3024872640095895,0.742729663848877,42.4306755065918,1.1222745180130005,2.732893943786621
6,300.0,0.28038689796850036,0.7415375709533691,45.1239128112793,1.2105764150619507,2.9000470638275146
7,350.0,0.265290130470556,0.7384600639343262,47.46630096435547,1.2605150938034058,3.039034605026245
8,400.0,0.26495807029115237,0.7374362945556641,49.563087463378906,1.3148773908615112,3.164403200149536
9,450.0,0.2647688971337496,0.7357983589172363,51.48268508911133,1.359732747077942,3.2771642208099365
10,500.0,0.2545047041393894,0.73480224609375,53.214107513427734,1.4018787145614624,3.378952741622925
11,550.0,0.24841020393246108,0.7326254844665527,54.78508377075195,1.4378303289413452,3.471566677093506
12,600.0,0.24922587356954898,0.7324552536010742,56.22947692871094,1.466901421546936,3.556627035140991
13,650.0,0.2464112237395591,0.7324295043945312,57.57851028442383,1.4933167695999146,3.637218713760376
14,700.0,0.2417679211361415,0.7312450408935547,58.848243713378906,1.5249766111373901,3.714979648590088
15,750.0,0.24317193182628538,0.7318382263183594,60.052032470703125,1.557942509651184,3.7885000705718994
16,800.0,0.2381306845937333,0.7308945655822754,61.1992301940918,1.5800467729568481,3.85830020904541
17,850.0,0.23576053298301586,0.7302565574645996,62.300025939941406,1.6039820909500122,3.926068067550659
18,900.0,0.23394929976145093,0.7302169799804688,63.36522674560547,1.623778223991394,3.9910776615142822
19,950.0,0.23371523979503714,0.7302441596984863,64.3847885131836,1.6414276361465454,4.053096771240234
20,1000.0,0.2369619492348236,0.729588508605957,65.36039733886719,1.6593962907791138,4.112063884735107
21,1050.0,0.23141123773884448,0.7289800643920898,66.3022232055664,1.6672896146774292,4.1683173179626465
22,1100.0,0.23690600867753853,0.7294936180114746,67.20679473876953,1.6725462675094604,4.222742557525635
23,1150.0,0.23422388642576555,0.7288579940795898,68.083984375,1.6754990816116333,4.275310039520264
24,1200.0,0.23068161515097374,0.7282953262329102,68.9346923828125,1.6753369569778442,4.3261213302612305
25,1250.0,0.23129578345542254,0.7281975746154785,69.77037811279297,1.6677685976028442,4.374337673187256
26,1300.0,0.22825118519903645,0.7276406288146973,70.58789825439453,1.655889630317688,4.42144775390625
27,1350.0,0.23009349521446296,0.7275557518005371,71.38917541503906,1.6439274549484253,4.467755317687988
28,1400.0,0.2305252769430368,0.7274894714355469,72.17117309570312,1.6316782236099243,4.512895584106445
29,1450.0,0.22988937637450685,0.7262868881225586,72.93306732177734,1.6160608530044556,4.556920528411865
30,1500.0,0.22686097322047705,0.7264413833618164,73.67486572265625,1.5971804857254028,4.5999436378479
31,1550.0,0.22728215201615104,0.7266464233398438,74.39728546142578,1.5786386728286743,4.641775608062744
32,1599.0,0.22865294924554183,0.7265419960021973,75.08670806884766,1.5632721185684204,4.681993007659912
