,iteration,iou,pixelwise accuracy,L2 norm,Linf norm,selected distance
0,0.0,0.0,0.9197187423706055,1.8141134977340698,0.1398864984512329,0.0
1,20.0,0.585864418524079,0.9223566055297852,8.022847175598145,0.316133975982666,1015.9937133789062
2,40.0,0.7464390685055392,0.9231853485107422,9.936843872070312,0.4709576368331909,1274.797119140625
3,60.0,0.7591395452518948,0.9237232208251953,11.312117576599121,0.5260478258132935,1450.8050537109375
4,80.0,0.7855695632597929,0.924102783203125,12.427088737487793,0.5607041120529175,1596.53369140625
5,100.0,0.8263780406159339,0.9243307113647461,13.295886039733887,0.5978492498397827,1707.875
6,120.0,0.8070784931060688,0.9248037338256836,14.056539535522461,0.65312659740448,1807.081298828125
7,140.0,0.824945295404814,0.9250173568725586,14.767589569091797,0.6786261796951294,1900.4344482421875
8,160.0,0.8198478190976316,0.9251914024353027,15.418916702270508,0.7066291570663452,1981.9765625
9,180.0,0.8265109301328761,0.9253382682800293,16.013751983642578,0.7313200235366821,2057.707275390625
10,199.0,0.8211885202176464,0.9254364967346191,16.532983779907227,0.7582689523696899,2123.13330078125
