,iteration,iou,pixelwise accuracy,L2 norm,Linf norm
0,0.0,0.0005121618746700495,0.919550895690918,0.08443205803632736,0.0029726028442382812
1,50.0,0.03271532467123147,0.9210443496704102,2.651918888092041,0.05333602428436279
2,100.0,0.20843412416379725,0.9304294586181641,4.165378570556641,0.0888892412185669
3,150.0,0.3683546996761561,0.9396281242370605,5.0009446144104,0.09642159938812256
4,200.0,0.48246436535264314,0.946169376373291,5.572554588317871,0.10001838207244873
5,250.0,0.5610693939943111,0.9506292343139648,6.008082866668701,0.10127580165863037
6,300.0,0.6133808199317643,0.953437328338623,6.360212326049805,0.102577805519104
7,350.0,0.6529591137235744,0.9555301666259766,6.651079177856445,0.10395050048828125
8,400.0,0.6858556649043045,0.9573149681091309,6.897599697113037,0.10745656490325928
9,450.0,0.7100375848021874,0.9585466384887695,7.111873149871826,0.11009490489959717
10,500.0,0.7291766800879342,0.9595270156860352,7.304099082946777,0.11254191398620605
11,550.0,0.7454397894620725,0.9603524208068848,7.477701663970947,0.11443579196929932
12,600.0,0.7585668922805386,0.9610123634338379,7.635143280029297,0.11597108840942383
13,650.0,0.7694089651966307,0.9615435600280762,7.779913902282715,0.11725783348083496
14,700.0,0.777832058181589,0.9619536399841309,7.9150495529174805,0.11828947067260742
15,750.0,0.7846950273021677,0.9622712135314941,8.043244361877441,0.11900341510772705
16,800.0,0.7901160637602137,0.9624786376953125,8.16551399230957,0.11957156658172607
17,850.0,0.7951510089588931,0.9626765251159668,8.282190322875977,0.1201167106628418
18,900.0,0.799445289292665,0.9628453254699707,8.394896507263184,0.12056851387023926
19,950.0,0.8032589254055928,0.9629864692687988,8.504410743713379,0.12191200256347656
20,1000.0,0.8075689645662777,0.9631543159484863,8.610746383666992,0.12503135204315186
21,1050.0,0.8118790037269625,0.9633049964904785,8.714133262634277,0.12775564193725586
22,1100.0,0.8155429309842175,0.9634456634521484,8.814616203308105,0.1305553913116455
23,1150.0,0.8192541347222113,0.9635872840881348,8.911741256713867,0.13300597667694092
24,1200.0,0.8233908267868539,0.9637598991394043,9.005916595458984,0.13539457321166992
25,1250.0,0.8265189539290695,0.9638628959655762,9.097530364990234,0.1376875638961792
26,1300.0,0.8295288898694381,0.9639682769775391,9.187981605529785,0.13981032371520996
27,1350.0,0.831963628627485,0.9640369415283203,9.276334762573242,0.14165008068084717
28,1400.0,0.8345007997604659,0.9641318321228027,9.363109588623047,0.14317166805267334
29,1450.0,0.8371246444414677,0.964238166809082,9.44873046875,0.1445610523223877
30,1500.0,0.8396539361609922,0.9643220901489258,9.532504081726074,0.1456737518310547
31,1550.0,0.8424196102842104,0.9644374847412109,9.61475658416748,0.14668190479278564
32,1599.0,0.8453034756092757,0.9645600318908691,9.694804191589355,0.14775002002716064
