,iteration,iou,pixelwise accuracy,L2 norm,Linf norm,selected distance
0,0.0,0.0,0.7317614555358887,0.2557491958141327,0.010126829147338867,0.0
1,50.0,0.22028348434556383,0.7335982322692871,5.9160284996032715,0.15824931859970093,5.776607036590576
2,100.0,0.40028422548555187,0.7358403205871582,12.835643768310547,0.3486312925815582,12.744741439819336
3,150.0,0.3788535174264233,0.7378334999084473,16.687868118286133,0.4524648189544678,16.633081436157227
4,200.0,0.36660073908291263,0.7378816604614258,19.523954391479492,0.547424852848053,19.476734161376953
5,250.0,0.37250821726690153,0.7395696640014648,21.906667709350586,0.633021354675293,21.85696029663086
6,300.0,0.36724621932445894,0.7416486740112305,23.972440719604492,0.6810212731361389,23.93203353881836
7,350.0,0.3595106636353795,0.742466926574707,25.774972915649414,0.7079559564590454,25.740053176879883
8,400.0,0.35075462310307653,0.7428545951843262,27.3863582611084,0.7178938984870911,27.354555130004883
9,450.0,0.35010339081728936,0.7437739372253418,28.867198944091797,0.7213538289070129,28.836933135986328
10,500.0,0.35071293424620126,0.7446537017822266,30.23137664794922,0.727988600730896,30.203777313232422
11,550.0,0.3465290624087236,0.7451362609863281,31.49492073059082,0.7352167963981628,31.471824645996094
12,600.0,0.35190549640720814,0.7463159561157227,32.6676025390625,0.7443513870239258,32.643699645996094
13,650.0,0.3414647972487812,0.7462844848632812,33.76637649536133,0.7460805773735046,33.74625015258789
14,700.0,0.34319281531828366,0.7471723556518555,34.815860748291016,0.7569713592529297,34.797000885009766
15,750.0,0.3539541882628323,0.7478055953979492,35.815486907958984,0.7758700847625732,35.794410705566406
16,800.0,0.35184608907356896,0.7476592063903809,36.768428802490234,0.7911741733551025,36.74816131591797
17,850.0,0.3460507505360972,0.7468743324279785,37.68595504760742,0.80684494972229,37.66619110107422
18,900.0,0.34559700828065176,0.7472071647644043,38.55278778076172,0.8199810981750488,38.53448486328125
19,950.0,0.3417855442506745,0.7473292350769043,39.382240295410156,0.8332171440124512,39.36558532714844
20,1000.0,0.3395568961930518,0.7473311424255371,40.170753479003906,0.8429703712463379,40.1543083190918
21,1050.0,0.33212867759340325,0.7469682693481445,40.91232681274414,0.8538455963134766,40.89733123779297
22,1100.0,0.3330690864930509,0.7471137046813965,41.624202728271484,0.8689010143280029,41.60875701904297
23,1150.0,0.3302967378926921,0.7472352981567383,42.31125259399414,0.8863348960876465,42.296417236328125
24,1200.0,0.3245827801213425,0.7469625473022461,42.976383209228516,0.9030401706695557,42.96421432495117
25,1250.0,0.32615850447604,0.746584415435791,43.627410888671875,0.9195399284362793,43.61361312866211
26,1300.0,0.3198585720337602,0.7451353073120117,44.26396179199219,0.9340543746948242,44.25252151489258
27,1350.0,0.3154567009145309,0.7440676689147949,44.88100814819336,0.9458174705505371,44.869895935058594
28,1400.0,0.31440814140332085,0.7434921264648438,45.47639465332031,0.9627256393432617,45.46351623535156
29,1450.0,0.3070336296388388,0.7424993515014648,46.04985046386719,0.9806032180786133,46.03950881958008
30,1500.0,0.30771240223120305,0.7420377731323242,46.607486724853516,0.9959566593170166,46.59598159790039
31,1550.0,0.3081026083739286,0.7418479919433594,47.143882751464844,1.009899377822876,47.13370895385742
32,1600.0,0.3027996738244088,0.7411317825317383,47.66292190551758,1.0212974548339844,47.65187454223633
33,1650.0,0.3027649493192587,0.7409639358520508,48.16625213623047,1.033785104751587,48.15510559082031
34,1700.0,0.30049579326923076,0.7407283782958984,48.65021514892578,1.0436217784881592,48.640869140625
35,1750.0,0.30132133568503183,0.7406883239746094,49.12394332885742,1.052107572555542,49.11425018310547
36,1800.0,0.2976410286710291,0.7400522232055664,49.58586120605469,1.0610480308532715,49.57679748535156
37,1850.0,0.29676040027318346,0.7400150299072266,50.03960418701172,1.0696439743041992,50.03102111816406
38,1900.0,0.2932828482953962,0.7395858764648438,50.482112884521484,1.0768797397613525,50.47419357299805
39,1950.0,0.2943257184966839,0.7393875122070312,50.91414260864258,1.0864291191101074,50.905799865722656
40,2000.0,0.2929617092363828,0.7389788627624512,51.34319305419922,1.0968475341796875,51.33503341674805
41,2050.0,0.29077465394205143,0.7386250495910645,51.76767349243164,1.1053781509399414,51.75868606567383
42,2100.0,0.28896192041151675,0.7380180358886719,52.18437194824219,1.1128182411193848,52.17559814453125
43,2150.0,0.29130691727806046,0.738194465637207,52.59497833251953,1.1208844184875488,52.586639404296875
44,2200.0,0.28751201855098696,0.7375903129577637,52.99666213989258,1.129120111465454,52.98773193359375
45,2250.0,0.2819673495429768,0.7370071411132812,53.38717269897461,1.1365911960601807,53.37862777709961
46,2300.0,0.278250672552942,0.7363648414611816,53.77043533325195,1.1449182033538818,53.76373291015625
47,2350.0,0.2810198616380272,0.736701488494873,54.14803695678711,1.153775930404663,54.141265869140625
48,2400.0,0.27944111776447106,0.7363834381103516,54.51657485961914,1.1605679988861084,54.509952545166016
49,2450.0,0.2767135649534435,0.7359328269958496,54.87889099121094,1.1668024063110352,54.871212005615234
50,2500.0,0.2742046605876393,0.7355546951293945,55.2336540222168,1.1733794212341309,55.22629928588867
51,2550.0,0.2720327127945766,0.7353205680847168,55.58033752441406,1.1791138648986816,55.574100494384766
52,2600.0,0.27331090174966355,0.7353687286376953,55.92082977294922,1.1839001178741455,55.9145393371582
53,2650.0,0.2700482323633858,0.7348690032958984,56.255859375,1.187976360321045,56.24943542480469
54,2700.0,0.27284359678896614,0.7352204322814941,56.581485748291016,1.1926922798156738,56.57584762573242
55,2750.0,0.26923641213737914,0.734682559967041,56.90205764770508,1.1979432106018066,56.89606857299805
