,Iteration,Linf,L2
0,5.0,0.33398890495300293,413.33563232421875
1,10.0,0.484741747379303,1766.314453125
2,15.0,0.4664563536643982,2846.18212890625
3,20.0,0.4557960629463196,4993.6298828125
4,25.0,0.46472954750061035,6648.0771484375
5,30.0,0.4862632751464844,7755.10302734375
6,35.0,0.47834065556526184,8822.58203125
7,40.0,0.4851999580860138,11220.900390625
8,45.0,0.4695717692375183,13739.123046875
9,50.0,0.4628491699695587,15023.3486328125
10,55.0,0.4700669050216675,15962.736328125
11,60.0,0.5832086801528931,18144.240234375
12,65.0,0.6023278832435608,19191.048828125
13,70.0,0.613288938999176,20386.1875
14,75.0,0.6220516562461853,22020.533203125
15,80.0,0.6300897598266602,24661.34375
16,85.0,0.644892692565918,25631.4375
17,90.0,0.6425891518592834,26798.173828125
18,95.0,0.655221700668335,27756.822265625
19,100.0,0.6882455945014954,30754.90234375
20,105.0,0.663621187210083,32037.265625
21,110.0,0.6795225143432617,33334.296875
22,115.0,0.7147209048271179,34965.5859375
23,120.0,0.705791711807251,36677.1015625
24,125.0,0.7185811400413513,38083.796875
25,130.0,0.7416000366210938,38851.1875
26,135.0,0.7435405850410461,39923.953125
27,140.0,0.7857744693756104,41604.1328125
28,145.0,0.7889956831932068,42232.2578125
29,150.0,0.7883352041244507,43301.96484375
30,155.0,0.8014240264892578,44334.69140625
31,160.0,0.8065819144248962,46150.625
32,165.0,0.8255783319473267,47362.62890625
33,170.0,0.8424086570739746,48133.63671875
34,175.0,0.83978271484375,48944.9296875
35,180.0,0.86014324426651,50597.40625
36,185.0,0.8588955998420715,51537.8671875
37,190.0,0.8650032877922058,52288.22265625
38,195.0,0.8582666516304016,53160.88671875
39,200.0,0.8733277320861816,55076.5
40,205.0,0.9058154821395874,55765.4921875
41,210.0,0.9051629900932312,56767.75
42,215.0,0.9128298163414001,57421.6484375
43,220.0,0.9222776889801025,58700.0859375
44,225.0,0.9281045794487,59243.06640625
45,230.0,0.9253066778182983,60319.11328125
46,235.0,0.9452080726623535,60853.91015625
47,240.0,0.955432116985321,62146.5625
48,245.0,0.9870139956474304,63056.25
49,250.0,1.0024104118347168,63617.10546875
50,255.0,1.0358251333236694,64135.1015625
51,260.0,1.0684633255004883,65449.94140625
52,265.0,1.0966695547103882,65969.34375
53,270.0,1.1086775064468384,66100.3046875
54,275.0,1.135674238204956,66854.609375
55,280.0,1.144568681716919,67863.0078125
56,285.0,1.1638280153274536,68524.6015625
